video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/shorts/if5muMohDhQ,/@LisaNguyen,Lisa Nguyen,Eating at the top of the Space Needle,424K,2 years,shorts #SpaceNeedle #food #foodie.,2024-03-14 12:04:11.484727
/watch?v=4MVO-AIZl5E&pp=ygUMc3BhY2UgbmVlZGxl,/@CaitlinramblesonthePS5,Caitlin,Every time you see the Space Needle in The Last of Us Part II,8.8K,2 years,This game is so darn pretty. #thelastofuspart2.,2024-03-14 12:04:11.496464
/watch?v=ArPyugp7QeY&pp=ygUMc3BhY2UgbmVlZGxl,/@scottstravel6179,Scott's Travel,A look around The Seattle Space Needle,No,17 hours,"Had to visit the Space Needle as it's an iconic Seattle landmark. Not a fan of heights, so a little cautious steeping onto any glass ...",2024-03-14 12:04:11.503566
/watch?v=sZoIP9z22a0&pp=ygUMc3BhY2UgbmVlZGxl,/@CBSEveningNews,CBS Evening News,Seattle's Space Needle gets upgraded,10K,5 years,Seattle's iconic Space Needle is undergoing its biggest upgrade since it opened in 1962. The renovations could cost more than ...,2024-03-14 12:04:11.522363
/watch?v=FcDa0fvDPqg&pp=ygUMc3BhY2UgbmVlZGxl,/@TheGatlinburgHussey,The Gatlinburg Hussey,Alone Atop the Gatlinburg Space Needle: Amazing Views,1.7K,9 months,"Rode the Space Needle in Gatlinburg TN #gatlinburg #pigeonforge #fun Experience the breathtaking views of Gatlinburg, TN, ...",2024-03-14 12:04:11.530328
/watch?v=RK-4H6oZ6Uc&pp=ygUMc3BhY2UgbmVlZGxl,/@KING5Seattle,KING 5 Seattle,The Space Needle: Remaking an Icon - Part 1,23K,5 years,"From the people who shaped it, to the ones who made it. Learn how the Space Needle's 100 million dollar makeover was ...",2024-03-14 12:04:11.538311
/watch?v=HI__EFSxmRg&pp=ygUMc3BhY2UgbmVlZGxl,/@MoonbugKids_TVShows,Moonbug - Kids TV Shows Full Episodes,"Blippi Climbs the Space Needle: Up, Up, and Fun! | BLIPPI | Kids TV Shows | Cartoons For Kids",944K,5 months,WELCOME to Moonbug Kids TV Shows Full Episode!! Enjoy our Best videos with cool characters!,2024-03-14 12:04:11.549298
/watch?v=qj5aZ3JYkPw&pp=ygUMc3BhY2UgbmVlZGxl,/@passiveMenis,passiveMenis,Space Needle - Never Lonely Alone,86K,12 years,"Track 3 off of ""The Moray Eels Eat the Space Needle""",2024-03-14 12:04:11.559720
/watch?v=Z-EtesQqGFM&pp=ygUMc3BhY2UgbmVlZGxl,/@silvertipsigntist9481,Silvertip Signtist,Mini Space Needle Instructional Video,11K,5 years,Tutorial for the Mini Space Needle.,2024-03-14 12:04:11.564458
/watch?v=iYqp4-6c_Ns&pp=ygUMc3BhY2UgbmVlZGxl,/@SkyElementsDroneShows,Sky Elements Drone Shows,"OFFICIAL MLB All-Star Drone Show at Seattle's Space Needle (1,200 Drones)",7.7K,8 months,"As Seattle's MLB All-Star week 2023 comes to a head, we celebrated with 1200 drones crating 2 flights of 600 drones for an ...",2024-03-14 12:04:11.572070
/watch?v=W2eTtAICM88&pp=ygUMc3BhY2UgbmVlZGxl,/@ActionKid,ActionKid,Seattle Walk : Pike Place Market to Space Needle at Night,28K,10 months,Seattle is a coastal seaport city located in the Pacific Northwest region of the United States. It is the largest city in the state of ...,2024-03-14 12:04:11.577402
/watch?v=o6Cv3xXxnTQ&pp=ygUMc3BhY2UgbmVlZGxl,/@BrickSystemBros,Brick System Brothers,Mini Building Blocks: Space Needle Build & Review,12K,4 years,"Taking a look at something different today, Nathan has received a non-LEGO Seattle Space Needle building set: some of the build ...",2024-03-14 12:04:11.589750
/watch?v=zx4KpPfvJ7c&pp=ygUMc3BhY2UgbmVlZGxl,/@KING5Seattle,KING 5 Seattle,BREAKING: Fire inside the elevator machine room of the Space Needle,5K,2 weeks,A fire started inside the elevator machine room at the Space Needle early Friday morning.,2024-03-14 12:04:11.594451
/watch?v=7LZ03hpiycA&pp=ygUMc3BhY2UgbmVlZGxl,/@ColorfulDisastersherylibarra79,Colorful Disaster,Do you want some space? Let’s go to Space Needle - beautiful view| shaking knees| windy,1.5K,1 year,Don't forget to Like and subscribe to my YouTube Channel Hit the notification bell for more updates! Subscribe for more videos: ...,2024-03-14 12:04:11.601592
/watch?v=lO146hRDLdM&pp=ygUMc3BhY2UgbmVlZGxl,/@ShaunTakesAmerica,Shaun,Visiting the Seattle Space Needle,14K,1 year,Visiting the Seattle Space Needle Watch my whole US road trip series here: ...,2024-03-14 12:04:11.618171
/watch?v=PGHOpJZ9sLw&pp=ygUMc3BhY2UgbmVlZGxl,/@SkyStudioWest,Sky Studio West,"Flying Over Sunset Seattle [4K] Space Needle, Downtown, Waterfront - Drone Video",16K,2 years,"Aerial / Drone Video Reel of Seattle and Puget Sound around Space Needle, Downtown and Waterfront in Seattle, Washington.",2024-03-14 12:04:20.217406
/watch?v=t1wGabBTcgw&pp=ygUMc3BhY2UgbmVlZGxl,/@Viator,Viator Travel,Seattle Space Needle Observation Deck,70K,7 years,Featuring travel host Brock Groombridge of @BackpackWithBrock See more of Brock's adventures: Viator Experiences: ...,2024-03-14 12:04:20.219558
/watch?v=i7GmLwyUbl4&pp=ygUMc3BhY2UgbmVlZGxl,/@GetSetFly,GetsetflySCIENCE,What If A NEEDLE Hits EARTH At The Speed of Light,1.4M,1 year,"Ever wondered what would happen if a needle hits our planet earth with the speed of light? Well, experts say the energy would be ...",2024-03-14 12:04:20.221639
/watch?v=DLrR21n-hj4&pp=ygUMc3BhY2UgbmVlZGxl,/@RingsOfGeonosis,RingsOfGeonosis,Ben 10: Protector of Earth (DS) Soundtrack - Seattle Space Needle,130K,6 years,Ben 10 Protector of Earth DS Music Ben 10 Protector of Earth NDS OST Ben 10 Protector of Earth Nintendo DS Soundtrack ...,2024-03-14 12:04:20.223835
/watch?v=HLegXStUfBo&pp=ygUMc3BhY2UgbmVlZGxl,/@CBSMornings,CBS Mornings,Seattle's Space Needle gets $100M+ makeover,410K,5 years,We got a close-up look at the biggest upgrade to Seattle's iconic Space Needle since it opened in 1962. The renovations started ...,2024-03-14 12:04:20.225894
/watch?v=meX8VrWTAsQ&pp=ygUMc3BhY2UgbmVlZGxl,/@bluz0r69,Bluz0r_Protogen,Half-Life 2 SFX - Space Needle Collapse (sound test),2.4K,2 years,Used a large variety of Half-Life 2 and Episode Two sound effects. Original clip is from a cheesy disaster movie from 2004 called ...,2024-03-14 12:04:20.227120
/watch?v=ymXMI_25JE0&pp=ygUMc3BhY2UgbmVlZGxl,/@tjfun71,TJ fun 71,Seattle's Iconic Space Needle! Take a tour inside!,2K,9 months,We explored the Space Needle in Seattle while we stayed there after our Alaska cruise on Princess Discovery. Seeing the ...,2024-03-14 12:04:20.228374
/watch?v=Q0FRHwUqH0o&pp=ygUMc3BhY2UgbmVlZGxl,/@eastlake-skycam,Eastlake Skycam,Seattle New Year's Eve Space Needle Fireworks 2024,4.3K,Streamed 2 months,"This is an ""unofficial""/amateur stream from eastlake for NYE 2023/2024. Last year this was the best stream because smoke ...",2024-03-14 12:04:20.229620
/watch?v=r7KZ-naVtUM&pp=ygUMc3BhY2UgbmVlZGxl,/@SeattleArchives,SeattleArchives,"World of Tomorrow: Space Needle (April 16, 1962)",2.6K,2 years,KING-TV is the copyright holder for this moving image content. Access is being provided by the Seattle Municipal Archives for ...,2024-03-14 12:04:20.231492
/watch?v=YazBxwIe5bs&pp=ygUMc3BhY2UgbmVlZGxl,/@decadestvnetwork9067,Decades TV Network,Seattle's Space Needle - Decades TV Network,6.8K,7 years,"When you think of images that represent cities around the globe, Seattle's Space Needle probably pops into mind. This unique ...",2024-03-14 12:04:20.232782
/watch?v=NEP4aC5beKo&pp=ygUMc3BhY2UgbmVlZGxl,/@OneCouplesAdventure,One Couples Adventure,"Our 1st Time In Seattle - Visiting The Space Needle, Pike Place Market & The Original Starbucks",7.4K,7 months,"Hey All, So from flying to Vancouver, embarking a cruise to Alaska then ending up in Seattle it is now the last day of our trip. In the ...",2024-03-14 12:04:20.233942
/watch?v=3_u5tAXFHoQ&pp=ygUMc3BhY2UgbmVlZGxl,/@GeekWire,GeekWire,Drone crashes into Seattle's Space Needle,290K,7 years,Dramatic footage captured on New Year's Eve in Seattle shows a drone circling the Space Needle before eventually crash ...,2024-03-14 12:04:20.236320
/watch?v=lcl54Oy0vW8&pp=ygUMc3BhY2UgbmVlZGxl,/@spaceneedle,Space Needle,Space Needle 360°,14K,8 years,"If you see one thing, see it all – literally, and virtually! The Space Needle has launched a brand new virtual reality (VR) mobile app ...",2024-03-14 12:04:20.239016
/watch?v=i0ikSpw8T0E&pp=ygUMc3BhY2UgbmVlZGxl,/@KING5Seattle,KING 5 Seattle,WATCH: New Year's at the Needle fireworks show 2024,61K,2 months,The New Year's at the Needle firework show ringing in 2024.,2024-03-14 12:04:20.240267
/watch?v=8Es6BZpT_X0&pp=ygUMc3BhY2UgbmVlZGxl,/@KevinStratvert,Kevin Stratvert,"Seattle SPACE NEEDLE | Stunning Drone, DSLR, & GoPro Video",4K,7 years,"DINING AT THE TOP OF SEATTLE! This week I head up to the top of the Space Needle, one of Seattle's most famous landmarks, ...",2024-03-14 12:04:20.241664
/watch?v=tUyC9l6DCZU&pp=ygUMc3BhY2UgbmVlZGxl,/@fox13seattle,FOX 13 Seattle,Space Needle will go back to 'Astronaut White' | FOX 13 Seattle,18K,9 months,"The Space Needle is getting a new paint job and going back to ""Astronaut White."" Subscribe to FOX 13 Seattle: ...",2024-03-14 12:04:20.243030
/watch?v=oKJ4F8KgRL0&pp=ygUMc3BhY2UgbmVlZGxl,/@redbull,Red Bull,Wingsuit flight above the space needle! - Seattle Swoopers - Red Bull Air Force,326K,13 years,The iconic Seattle space needle took a back seat to an insane wingsuit flight above the city. Locals all across the city were looking ...,2024-03-14 12:04:20.244321
/watch?v=bare3ahPSg0&pp=ygUMc3BhY2UgbmVlZGxl,/@ActionKid,ActionKid,The Emerald City : Walking Seattle from Space Needle to Pike Place Market,34K,10 months,Seattle is a coastal seaport city located in the Pacific Northwest region of the United States. It is the largest city in the state of ...,2024-03-14 12:04:20.245582
/watch?v=uW_4HIGTBNk&pp=ygUMc3BhY2UgbmVlZGxl,/@FridaysForever,Friday's Forever,Gatlinburg Tennessee SPACE NEEDLE Tour! Spring 2021,12K,2 years,Join us for a tour of the Gatlinburg Space Needle in downtown Gatlinburg! The views of Gatlinburg and The Great Smoky ...,2024-03-14 12:04:31.023816
/watch?v=pcGmTUHIVMQ&pp=ygUMc3BhY2UgbmVlZGxl,/@HungryPassport,Hungry Passport,TOP 10 Things to do in SEATTLE - [2023 Travel Guide],112K,1 year,"... Seattle Aquarium, Miner's Landing 1:20 #9 Museum of Pop Culture, Seattle Center 2:26 #8: Space Needle 3:15 #7: Companies ...",2024-03-14 12:04:31.026239
/watch?v=wxIe2MPU5fc&pp=ygUMc3BhY2UgbmVlZGxl,/@Glock9,Glock9,7 Days To Die - Lucky Looter EP15 (Space Needle & Another Horde),92K,11 months,#7daystodie #alpha20 Special Thanks To Patrons: @ItsMIkeTwitch / Donna B / Eric Jensen / UtherTG / Mrs. Downs / Jurgita ...,2024-03-14 12:04:31.027911
/watch?v=-ulAfb8bf_4&pp=ygUMc3BhY2UgbmVlZGxl,/@Viator,Viator Travel,"Space Needle and Chihuly Garden and Glass Combination Ticket, Seattle",22K,7 years,Featuring travel host Brock Groombridge of @BackpackWithBrock See more of Brock's adventures: Viator Experiences: ...,2024-03-14 12:04:31.029795
/watch?v=Ege18b2UCNg&pp=ygUMc3BhY2UgbmVlZGxl,/@HeritageElevators,Heritage Elevators,"Scenic 1962 OTIS high-rise traction elevator (inside) @ Space Needle, Seattle, WA",15K,12 years,"Information • Location: Space Needle, Seattle, WA • Manufacturer: OTIS • Year: 1962 • Type: Traction • Capacity: 4500 lbs • Stops: ...",2024-03-14 12:04:31.031514
/watch?v=MJa1HM7fEQ4&pp=ygUMc3BhY2UgbmVlZGxl,/@Blippi,Blippi - Educational Videos for Kids,Blippi and Meekah Jump and Play in Seattle! Travel Videos for Kids,1M,11 months,"Join the two best friends as they explore a playground in Seattle, climb to the top of the Space Needle and MORE bff adventures!",2024-03-14 12:04:31.033020
/watch?v=TzKCRL3KuPs&pp=ygUMc3BhY2UgbmVlZGxl,/@SharonatSeaTravel,Sharon at Sea Travel,"Did we do the right things in Seattle? | Space Needle, Beautiful Glass and a Shocking Pizza Review",5K,8 months,"We spent the day before our Carnival Spirit Alaska Cruise sightseeing in Seattle. We hit up the Seattle Center, and then visited a ...",2024-03-14 12:04:31.034250
/watch?v=SALpkwfB1cs&pp=ygUMc3BhY2UgbmVlZGxl,/@KING5Seattle,KING 5 Seattle,"The Space Needle: Remaking an Icon, Part 3 - The Grand Staircase",9.8K,5 years,"The new glass at the Space Needle may be getting all the glory, but another transformation is taking place at the center of it all.",2024-03-14 12:04:31.035536
/watch?v=7Ot2UIS_-hI&pp=ygUMc3BhY2UgbmVlZGxl,/@KING5Seattle,KING 5 Seattle,WATCH: New Year's Eve fireworks at Seattle's Space Needle,133K,5 years,The Space Needle celebrated its 25th annual fireworks show to ring in 2019. This year's show featured a brand new laser light ...,2024-03-14 12:04:31.036796
/watch?v=hq4vpRz0PGY&pp=ygUMc3BhY2UgbmVlZGxl,/@Zocet,Zocet,Jumping off of a SPACE NEEDLE SNoJToH,669,2 years,"It's kind of obvious it's call space needle of jukes towers of hell so I didn't put it in, I also thing it would've been too long.",2024-03-14 12:04:31.038058
/watch?v=LhhgTphw680&pp=ygUMc3BhY2UgbmVlZGxl,/@AustrianBrickFan,AustrianBrickFan,Lego Architecture 21003 Seattle Space Needle - Lego Speed Build Review,120K,9 years,"57 pcs/Teile Year / Jahr 2009 Lego 21003 Review The Seattle Space Needle can be yours! Build Seattle, Washington's famous ...",2024-03-14 12:04:31.040576
/watch?v=OakDa6er4-o&pp=ygUMc3BhY2UgbmVlZGxl,/@fox13seattle,FOX 13 Seattle,'Base 2 Space' stair climb returns to Space Needle | FOX 13 Seattle,1K,1 year,"Seattle's most iconic climb returns on October 2. The ""Base 2 Space"" stair climb at the Space Needle is back and FOX 13's Abby ...",2024-03-14 12:04:31.044524
/watch?v=_Kk7OzPDFqI&pp=ygUMc3BhY2UgbmVlZGxl,/@DazewithJordantheLion,Daze with Jordan the Lion,"Full SPACE NEEDLE Tour, Jimi Hendrix Statue, CenturyLink Field - SEATTLE",20K,3 years,"1368 Full SPACE NEEDLE Tour, Jimi Hendrix Statue, CenturyLink Field - SEATTLE WA Travel (9/14/20) CLICK TO SUBSCRIBE: ...",2024-03-14 12:04:31.047361
/watch?v=Ob37uyYtw0w&pp=ygUMc3BhY2UgbmVlZGxl,/@proudgeekdad,Sean Harrop,Blue Angels buzzing the Seattle Space Needle,1K,1 year,"Sunday, August 7, 2022.",2024-03-14 12:04:31.048683
/watch?v=XicmAh6dZ5k&pp=ygUMc3BhY2UgbmVlZGxl,/@SeattleChannel21,Seattle Channel,CityStream: The Space Needle: Renovating an Icon,1.1K,1 year,"The Space Needle will forever be the iconic symbol of the 1962 World's Fair, and of Seattle. But after decades it was time for an ...",2024-03-14 12:04:31.049971
/watch?v=22h2LLn8EWc&pp=ygUMc3BhY2UgbmVlZGxl,/@ElliotKnows,Elliot Knows,🚀🌍 Journey to the Stars: Explore the Space Needle with me! 🎈🌆 | Fun & Educational Video for Kids 🎒🌟,191,9 months,Join us on a fun and educational adventure to one of the most iconic landmarks in the United States - the Space Needle!,2024-03-14 12:04:31.051278
/watch?v=7fTzqfu4aD4&pp=ygUMc3BhY2UgbmVlZGxl,/@roostershill,roostershill,Space Needle - White cow,10K,11 years,soundtrack for Fright Night II : New Blood (2013) Lyrics: White cow Sludge boy barks at the door Phone rings When Sludge boy ...,2024-03-14 12:04:31.052519
/watch?v=27Y34s0JF1Q&pp=ygUMc3BhY2UgbmVlZGxl,/@KIDATLAS,KID ATLAS,Kid Atlas -  Space Needle,7.3K,8 years,Kit Kat Vkat takes you on a tour to the amazing Space Needle! Check it out!,2024-03-14 12:04:31.053756
